Frame,Key_Label,Key_Center_X,Key_Center_Y,Finger_ID,Finger_X,Finger_Y,Finger_Z,Distance_To_Key,Finger_Velocity,Wrist_Angle,Hand_Side,Overlap_Ratio,Press_Duration,Correct_Label
34,J,0.5861775828269316,0.8660260620630102,Left_Pinky,0.5649544096478417,0.8750748933937941,-0.029543095298202118,0.03748464896515993,0.021440009023876203,18.95964889335117,Left,0.6251535103484007,0.15908200066889955,0
35,G,0.7070868354938646,0.689764049448889,Left_Middle,0.7136053412039414,0.7046896792350275,-0.026865176304789042,0.03141660451246386,0.057004800909244646,23.361835511650398,Left,0.6858339548753614,0.19195949567613096,0
36,O,0.3612750386385326,0.6752518484693945,Left_Pinky,0.34067291922797477,0.6957558305243374,0.007224649788140157,0.02995089596118255,0.034171094484158664,15.090976652204898,Left,0.7004910403881746,0.17708081059086972,0
37,L,0.5257684925059825,0.7557737374103372,Right_Middle,0.5430119881202472,0.7347988991008798,0.039710466478254255,0.048106165208085354,0.02339046009170258,19.550867306840594,Right,0.5189383479191465,0.20798918186661386,1
38,E,0.6288929203541088,0.669826065403637,Right_Ring,0.6313073787152698,0.6520774561311252,-0.019814393171879854,0.02671053943775583,0.03943946108159913,17.626983245140895,Right,0.7328946056224417,0.177869680008143,0
39,K,0.8619511597526643,0.693496714632207,Right_Thumb,0.8703160263478832,0.7105337667393216,0.03845701818500871,0.042885596478753056,0.03132099639591507,19.255796689563628,Right,0.5711440352124695,0.17102002050899995,0
40,Space,0.5595790776273013,0.640475563940396,Right_Index,0.5135675053864148,0.6276696916050908,-0.014266213542558318,0.049845561439192596,0.027643831113976072,21.935245818730856,Right,0.501544385608074,0.21618696759627237,0
41,P,0.5270540874561057,0.6731381988656211,Right_Pinky,0.5286801714429842,0.6754532679412056,-0.042443391869589356,0.04253757406520304,0.052996090047465944,16.448804440405567,Right,0.5746242593479696,0.1575782943356783,0
42,T,0.37484822364539583,0.7755151427025424,Left_Ring,0.3750039767668139,0.7464225132555075,0.014120664080103762,0.03233880797494628,0.042295094373658346,19.41031466306585,Left,0.6766119202505372,0.13058296905980735,0
43,S,0.5831806973787559,0.5902068864709403,Right_Index,0.6011611362419034,0.5850995582790909,-0.019892552229411855,0.02729642132534086,0.030138756666581792,20.006524077066626,Right,0.7270357867465914,0.12266272668668463,1
44,U,0.7226189126047227,0.5830014331122882,Right_Pinky,0.7026205427945288,0.5978459028444365,0.0346971705571414,0.04271049895945141,0.05582706441735538,23.12844877640045,Right,0.572895010405486,0.1850503145833915,1
45,A,0.3193113109169441,0.4969482043005056,Left_Index,0.3674339379574446,0.5147783235809149,-0.047466765064035056,0.06990560902014255,0.057061105132201945,23.98185142912984,Left,0.30094390979857455,0.1951306438123417,1
46,Space,0.5155223183136727,0.839650823340446,Right_Ring,0.5508031863057267,0.8258866297034422,0.01191664779006587,0.03970137487924265,0.051058510630659554,22.525248880409364,Right,0.6029862512075735,0.12117683466574909,1
47,S,0.5186798233586578,0.7536487091581276,Right_Middle,0.5324726419355886,0.786005149393664,-0.011379709656282398,0.03696861994818372,0.03344546478193731,15.063801880808176,Right,0.6303138005181628,0.13891986592726024,0
48,S,0.5482704825022912,0.8027688747470583,Right_Middle,0.5409059778590812,0.7938560486102227,-0.005653671580389916,0.012870058303062487,0.04627151628418102,17.89491827433687,Right,0.8712994169693751,0.1821731917737353,1
49,J,0.40511269783208165,0.758389058145761,Left_Index,0.3974050244806781,0.7442567276608255,0.029511255300920552,0.03361614467578761,0.047635441772658535,16.032961266406453,Left,0.6638385532421239,0.15569718844252572,0
50,A,0.6587658442752423,0.805339789554011,Right_Pinky,0.6542619659710248,0.8053624711709341,-0.045412121731119415,0.045634923406936444,0.025536381960238067,22.66828648061686,Right,0.5436507659306355,0.1968316797151295,1
51,I,0.5834613559466926,0.6880488192063796,Left_Pinky,0.6081630185979076,0.6836875755501995,-0.01152778128681027,0.027605838609966793,0.0368342976455487,17.2486230720944,Left,0.7239416139003321,0.20170407756009195,1
52,Space,0.6006923178253825,0.7094932815465511,Right_Index,0.6075131364331172,0.7323868514424299,-0.006804216237688142,0.024838205806102943,0.04686365451594908,19.649860830192868,Right,0.7516179419389706,0.19061517528825078,1
53,F,0.4616156746794561,0.7412187687574611,Left_Pinky,0.4612187238619954,0.7900441772606809,0.003137934872230533,0.04892775000672045,0.0210898177999513,15.745214713138196,Left,0.5107224999327955,0.21602742765913677,0
54,G,0.4675723294415053,0.6685753379098415,Left_Middle,0.44615741653746943,0.6672037686209676,0.002039878523757789,0.021555528325543576,0.05276527750755737,18.33580122718041,Left,0.7844447167445643,0.18091026754096284,0
55,R,0.2918917453492128,0.6483352414132564,Right_Thumb,0.29542685935469526,0.6383958060411158,0.029576009739151282,0.03140111078670768,0.027479009362501014,20.024535296590045,Right,0.6859888921329231,0.15482102563873204,0
56,E,0.23002944004785314,0.8501365721444364,Left_Ring,0.23333747609393476,0.8551414222900382,-0.03348399025541979,0.03401719022622464,0.03485191970865151,24.641417707384193,Left,0.6598280977377536,0.1214901723053623,0
57,G,0.3747501238946035,0.7387744579614888,Left_Pinky,0.3615135950178616,0.7250700979342872,0.007835894089419107,0.02060136929042762,0.05959231064940364,23.14937175928235,Left,0.7939863070957238,0.14653092596031816,0
58,E,0.38360858325710695,0.8802246329879095,Left_Index,0.34904795975651914,0.8656288523987765,-0.0341948192658578,0.05076178850651515,0.027696854955131748,18.286973950649795,Left,0.4923821149348485,0.13234624456688932,0
59,E,0.5938228453746599,0.7452995333584845,Left_Index,0.5833232265698128,0.7625339791439109,-0.048951085598936274,0.052947869625625955,0.05966252061751383,20.14513483380449,Left,0.47052130374374046,0.18627474635542463,0
60,F,0.5177818810583279,0.7975423220153108,Right_Index,0.5159239356386313,0.8371058265654555,-0.01273415325228544,0.04160386415376079,0.040365664277532895,16.763282195495872,Right,0.583961358462392,0.1327300151762327,1
61,J,0.4863435944263648,0.753664401703044,Left_Ring,0.4883242358253785,0.772085578194679,0.027865517198292306,0.033462661765253775,0.025339510979700365,22.40462942477864,Left,0.6653733823474622,0.1302308229907151,0
62,K,0.4363684502917896,0.8281098883882891,Right_Index,0.415644937937586,0.8449580986796359,0.017071481334228727,0.03169797516027155,0.051099613723773446,21.122709875208624,Right,0.6830202483972845,0.158843607214977,1
63,T,0.47248834414772123,0.7223664040037303,Right_Pinky,0.46085059681469487,0.7064627772687567,0.013011399822962483,0.023614805348884774,0.04248334507017261,23.4061219909405,Right,0.7638519465111523,0.19592022452180816,0
64,L,0.6808079224540807,0.8677742804013251,Right_Thumb,0.6974084283478044,0.8546536304192215,-0.025957036460502327,0.03348874428359887,0.044654382240185225,24.71555399533065,Right,0.6651125571640113,0.16786315666186524,1
65,S,0.3384765551672082,0.7466523784829678,Left_Ring,0.3729228525259223,0.7364707963844764,0.0474932360683248,0.05954678402730831,0.051841414239339065,21.437828664324574,Left,0.4045321597269169,0.17506998700562423,1
66,D,0.6928734690277982,0.7760446967871284,Right_Thumb,0.6818443927834771,0.7741387591024009,0.019256602569631326,0.0222730748614969,0.029595024479196583,20.16403661901294,Right,0.777269251385031,0.12678902603382053,0
67,I,0.5452399962146969,0.5075076031146402,Left_Index,0.5466335620667707,0.4947956185521381,-0.0330976222174708,0.0354822374400456,0.05012924065893908,21.560714542585558,Left,0.6451776255995441,0.20882003571670377,0
68,R,0.34003259358175636,0.42032523640773606,Right_Middle,0.3227950651502057,0.4315769635010875,-0.028748154037890817,0.03535802751283045,0.050814430695936004,24.094454294763626,Right,0.6464197248716954,0.18179829439670225,1
69,E,0.6299664558953323,0.5624772599577693,Left_Pinky,0.6720736030536417,0.558423845599973,0.018804581283826005,0.046293134340067474,0.04427461444650569,17.833671233937256,Left,0.5370686565993252,0.19176364102365323,0
70,J,0.22207995922209128,0.8762257751914317,Left_Index,0.2481366406015861,0.8574451288926761,0.014279917054575611,0.03515080868197822,0.05567942096642799,17.036634197756676,Left,0.6484919131802178,0.20416726239807942,0
71,Space,0.48185873259374407,0.6242433713575435,Left_Index,0.4867748227490052,0.5748564704165666,-0.04276864306085309,0.06551633961261247,0.058565507263829156,16.767690335439582,Left,0.34483660387387527,0.21190852979900832,0
72,T,0.5280885184604016,0.7590365454050129,Right_Thumb,0.5094300898362407,0.7727490743447997,0.01660922773587166,0.02849626036218517,0.04281518753207233,16.948656424850846,Right,0.7150373963781482,0.16108247042950527,0
73,E,0.7212372741912898,0.7689175770480173,Right_Ring,0.7213043313051136,0.76370128878601,0.03970772184886262,0.04004893674388263,0.021202754703200873,15.897913158682558,Right,0.5995106325611737,0.20260139918699954,1
74,J,0.48639819303068826,0.8719425951849918,Left_Ring,0.47751151856756346,0.8541602344318419,0.01719673994440192,0.026285227822564365,0.02166463190208223,20.049575645245422,Left,0.7371477217743563,0.15116245048945776,1
75,Y,0.5687000099195229,0.677989313434755,Left_Index,0.5373171381348627,0.6724402895165543,-0.029126610819726152,0.04317448049184807,0.057059191142329435,22.260738350474124,Left,0.5682551950815193,0.2144342794100287,0
76,E,0.6865189099532572,0.7176061598906835,Right_Ring,0.711651580526543,0.7030416773192851,-0.041352709364932676,0.05053535252215489,0.05719042965063939,20.91810961361739,Right,0.49464647477845114,0.20366863566293963,0
77,R,0.7365811703555767,0.81772904003729,Right_Middle,0.7035322732025735,0.8025386439410376,-0.0034802145663314493,0.03653887833552814,0.05343198749257293,18.696857391229337,Right,0.6346112166447186,0.19741871619244586,1
78,A,0.7150970736687969,0.8173802335447253,Right_Middle,0.6882554642819422,0.8089778295437747,0.01990328723601542,0.034455960736438834,0.029083832772034704,20.122811226948674,Right,0.6554403926356116,0.18564910124628103,0
79,I,0.40486742235679957,0.7214838769042945,Right_Pinky,0.4189006297089402,0.7022685773607386,0.024684003272191612,0.03428496263200999,0.05381337569961264,24.10657501990309,Right,0.6571503736799001,0.14831591286344303,0
80,I,0.4216984050439576,0.8869672598479492,Right_Ring,0.42007530819961586,0.8614049149424214,0.013354930552927094,0.02888636513147301,0.05331731989471859,20.260006082873417,Right,0.7111363486852699,0.13192647103672198,0
81,O,0.7383677546703287,0.8233632361954937,Right_Pinky,0.7560982006765204,0.8021499850022665,-0.04496658187623222,0.052786023030697536,0.05951240755796047,23.853730169081178,Right,0.4721397696930246,0.14154533309900588,1
82,G,0.3708759244254485,0.8254364091306763,Left_Ring,0.390910379050088,0.814212167410277,-0.04219643666796537,0.048040631155078554,0.03387103180729994,22.517443611173444,Left,0.5195936884492145,0.2101979849890345,0
83,Space,0.588584306564861,0.9431935761432514,Right_Index,0.5704281857367044,0.9606944652899914,-0.04380822693725799,0.05054786436477214,0.035116132285350626,23.099018315972344,Right,0.49452135635227856,0.1319526123827403,0
84,O,0.5099257989023643,0.6373915103599255,Right_Index,0.49516632452243114,0.6510882244966938,0.04824308727632244,0.05227654858602581,0.059832728110425226,18.68906344639495,Right,0.47723451413974194,0.18896298358676017,0
85,O,0.6313962909929479,0.7215790071846,Right_Pinky,0.6133206919583175,0.7106261725093774,-0.01646765793085138,0.026793201107949416,0.046322837098307826,15.62758842231268,Right,0.7320679889205058,0.2125466858665677,0
86,R,0.4902262360500351,0.6299328972664766,Right_Thumb,0.4809533756705194,0.6634516823698995,0.03782470966835383,0.05138291112736506,0.0586076042741025,18.810565756585444,Right,0.4861708887263494,0.19941277144207825,0
87,S,0.4192597363317613,0.836986167651206,Right_Pinky,0.4330145008496121,0.8205160443460188,-0.02840515081684554,0.0355993132174954,0.023860913353138873,22.62024232864642,Right,0.644006867825046,0.1590542631864314,0
88,T,0.3538215993789031,0.7409065886807477,Right_Pinky,0.35118022423353534,0.6946111089849126,-0.04886712808851587,0.06736649397545828,0.042899821305364655,24.356307374446644,Right,0.32633506024541714,0.20269370071941767,0
89,R,0.3259440818084355,0.8866554034574762,Left_Ring,0.2947238696573897,0.91648351878668,0.04100127733841134,0.05954429321295125,0.04828190277833982,18.78158342858848,Left,0.4045570678704875,0.15654837207509198,0
90,U,0.4547036397466861,0.5576980092086062,Right_Pinky,0.4700067843299103,0.5573162117697893,0.03588774480999993,0.03901617909235895,0.039273599215640706,22.10795454337974,Right,0.6098382090764105,0.218343474900202,0
91,J,0.5794335404967986,0.703638565827792,Right_Middle,0.5628184112015344,0.6847478213565179,0.013768699784401262,0.02867925804358078,0.029718175275562163,24.384812607494904,Right,0.7132074195641922,0.13297562265813945,0
92,J,0.6176317507475155,0.7625438646689303,Left_Ring,0.6081283056924497,0.7811242131821693,-0.003681976146967268,0.021192021308381912,0.02902618856340436,22.9146900923315,Left,0.7880797869161809,0.13936962598091954,0
93,F,0.368725456535798,0.8402710662184562,Right_Pinky,0.3950686305381934,0.8520797123644269,0.00941786482210507,0.030366150861257914,0.02996151566590006,19.26700783802856,Right,0.6963384913874209,0.2015649170810772,1
94,G,0.6598275386940978,0.5303238101898422,Left_Index,0.634279865086899,0.532400220804072,0.04220594673064447,0.04937952052429069,0.03431752777308026,24.778550255584005,Left,0.5062047947570931,0.14378354198661936,0
95,R,0.5487027895806331,0.6464689935375021,Left_Pinky,0.5543313378876735,0.6249065371031155,-0.01797737375566917,0.02863225542426809,0.023298498711455062,24.80358031675805,Left,0.7136774457573191,0.18947015188741703,0
96,T,0.4844241331546939,0.5582296679324803,Right_Pinky,0.4351251684417364,0.5177313174330979,-0.007253826278232754,0.06421154343741506,0.03349778681983392,24.49582527698462,Right,0.35788456562584936,0.13366743834956185,0
97,G,0.5905986879664303,0.5815090284894104,Left_Middle,0.5955678640437062,0.5843942190205462,-0.008079915124608074,0.009914739719669736,0.03919218833051809,16.10747841300801,Left,0.9008526028033026,0.1410123432696015,1
98,D,0.5612287077969577,0.7831866231978286,Right_Thumb,0.5470109012388297,0.7906762484698059,0.04121880879172861,0.04424060022477172,0.04711278234577387,24.09165919921007,Right,0.5575939977522828,0.20494104694462312,0
99,Space,0.5177850762474905,0.922428185198497,Right_Thumb,0.5306762619093992,0.9171068143312984,0.034906389432764084,0.03758930271909623,0.021053152275624352,19.64067639709839,Right,0.6241069728090377,0.2112331920565197,0
100,G,0.4613097806570987,0.9240354852130717,Right_Pinky,0.46672602867317026,0.917376956322115,-0.0157841396932802,0.017966936728899745,0.05615091369041186,18.07956699632205,Right,0.8203306327110025,0.158412995156069,1
101,G,0.7820538819823232,0.7236824596787726,Right_Thumb,0.8131222405856232,0.7417413281100327,0.04814425953214403,0.06007691204796772,0.038076557790402504,20.86585350412333,Right,0.39923087952032277,0.184140437278515,0
102,O,0.25806214412728823,0.7816128803220511,Right_Index,0.23453028361134515,0.7589692859105299,-0.004055041358498081,0.03290781347392143,0.0329821365905858,19.17914299464922,Right,0.6709218652607857,0.16105728425848137,0
103,R,0.507988298184604,0.7625322232162124,Right_Middle,0.5038505052767518,0.7227538133294502,0.022761443548896615,0.046016589787783474,0.026458134432919157,15.396689808872997,Right,0.5398341021221653,0.16297764766416767,0
104,U,0.6165489283435305,0.6884406137944702,Right_Middle,0.6126082012321237,0.7016713696109024,-0.0378584568673276,0.040296960009607856,0.022046074160049448,16.543845088595813,Right,0.5970303999039215,0.2058987174448975,1
105,A,0.39853982968091417,0.8287575628424588,Left_Ring,0.4054466219090933,0.816389352800625,-0.022021104494105593,0.026184068470397667,0.04889821185474065,22.422152198662843,Left,0.7381593152960233,0.1841740417072103,0
106,P,0.7183156787379058,0.6876731365069284,Right_Index,0.7376692358820406,0.6994777362441449,0.03448365252824874,0.04126779665521504,0.05578466162930845,24.46610017694738,Right,0.5873220334478496,0.18968912891402084,1
107,S,0.6831459166598093,0.7792959520740144,Right_Thumb,0.682869370137841,0.7686005163597176,-0.026907274448769804,0.028956350622253626,0.046748305729282534,23.803286854826077,Right,0.7104364937774638,0.12664282518222006,0
108,H,0.5581065586152772,0.6571529376604373,Left_Ring,0.5195144655237194,0.6719415645303864,0.047735408857849895,0.06314049724790062,0.038884878843958116,21.29732062959164,Left,0.3685950275209938,0.21510005550572847,0
109,H,0.525362945249331,0.9100298680426437,Left_Ring,0.5183994407382198,0.9403465332167533,0.04069658244041301,0.05122306516291922,0.05426796512136908,20.171058720317376,Left,0.4877693483708079,0.12177672150525753,0
110,T,0.744837310311479,0.6680218746449217,Right_Middle,0.7114994084598605,0.6769141208112024,0.006629048020574915,0.0351344847608297,0.03364656039342212,24.125755446517715,Right,0.648655152391703,0.12296481551166082,0
111,Y,0.37982904558609193,0.6123806460732225,Left_Index,0.38340146836788586,0.6133356499901161,0.047843217710092534,0.0479859116602829,0.055729900215909706,20.45070609860491,Left,0.520140883397171,0.20792507733626125,0
112,T,0.3410064652801436,0.6848551120151196,Right_Thumb,0.3306430766568293,0.6593732328083755,0.02894426779078088,0.039931148613699764,0.029801672087444508,20.74125876222719,Right,0.6006885138630024,0.20747293968506092,1
113,H,0.37597245430885307,0.7717336238017523,Right_Ring,0.36674946857734014,0.7906211997405387,0.0026128268109836053,0.02118090778487338,0.05000983094205318,23.83038643887814,Right,0.7881909221512662,0.126599726484349,0
114,Space,0.701555497898428,0.8058075778073388,Right_Pinky,0.6893093572490466,0.7968603001647151,0.014582807640146966,0.021039962373734247,0.056164751555069656,16.755073162291694,Right,0.7896003762626576,0.12425731984467538,1
115,K,0.2153320650394051,0.7112891099956805,Left_Ring,0.2341533216079672,0.736499456294551,0.03053209114746855,0.043840732762648306,0.047900758483876246,16.99980486548189,Left,0.561592672373517,0.1471841807230589,0
116,J,0.6297483744737079,0.7653746105758543,Right_Ring,0.6149941971150443,0.7964645731351452,-0.03560907483904038,0.04952047790925879,0.03334417329574416,15.289136068854267,Right,0.5047952209074121,0.1373461159813202,1
117,I,0.6320862477593407,0.6980627384504312,Left_Index,0.6248855824718956,0.6989344778664361,0.015928385112542617,0.017502084518271045,0.03862636114956644,15.851753482285545,Left,0.8249791548172896,0.1512980145945056,1
118,I,0.5584087768540988,0.7973383602995412,Left_Ring,0.5501705943304671,0.7910338777499594,-0.04437655346386522,0.045572937680622934,0.02282846313432812,19.839166158941442,Left,0.5442706231937706,0.12995247972879806,1
119,I,0.4510888674524295,0.671528816753279,Right_Ring,0.46077175947964144,0.6588963348064101,-0.04429880947739878,0.04707146183478362,0.03258570191698944,24.012199992893386,Right,0.5292853816521639,0.1926548741225298,0
120,P,0.4453089632751632,0.9866579905839722,Left_Pinky,0.4425181838790397,0.9981050020445172,-0.015512651052853703,0.01947985789740984,0.049968460016367136,24.35047366227566,Left,0.8052014210259015,0.1607911365233027,1
121,S,0.7065198781369151,0.7287227631237546,Right_Pinky,0.7022249650147117,0.7463149747457918,0.0473153442777761,0.05066235281356655,0.05372614289589234,22.36175427435824,Right,0.49337647186433453,0.16820258456219359,0
122,H,0.5465084849915279,0.5495705675921035,Right_Ring,0.5203779150558308,0.5336933254102824,0.037947494879077365,0.04873300598221052,0.03901006773808945,21.27751463812905,Right,0.5126699401778948,0.20830265476905108,1
123,I,0.5211483973911727,0.6635017735755421,Left_Ring,0.5341509600983902,0.6402484976990922,-0.025416872684835824,0.03682117451981351,0.024115072344118187,24.70714251720574,Left,0.631788254801865,0.13155982604170868,0
124,D,0.4217506409188271,0.7316837515675946,Left_Middle,0.4115765866285582,0.7433995066843128,0.028637486478098176,0.03257109040912665,0.05921404035281548,23.269919351844624,Left,0.6742890959087335,0.1320187900794128,1
125,H,0.5800046230031984,0.5792906484192896,Left_Ring,0.547458273408816,0.5632892514662959,-0.03735824411742096,0.052066764638335726,0.026820122770154935,17.664652585743013,Left,0.4793323536166427,0.15286207803475513,0
126,L,0.4856275960428975,0.5297857752529739,Left_Ring,0.4813396235077627,0.5425244399241854,-0.02462163444326886,0.02805147355711651,0.054623165815187544,20.870320508843434,Left,0.719485264428835,0.14557110000524504,1
127,H,0.34757175234016013,0.6752559428691587,Right_Pinky,0.3662548003101047,0.6780657515523771,-0.0019657949692990923,0.01899514822645145,0.05389672073242617,17.684772470728028,Right,0.8100485177354855,0.13858909247364254,1
128,U,0.292908019861995,0.7991773306775648,Left_Ring,0.29417855774081725,0.7882653116456573,0.021497862251365657,0.024142172794363946,0.048363480001330256,18.55284260850256,Left,0.7585782720563605,0.20068323744593886,1
129,U,0.5579137804470129,0.750008855007273,Right_Thumb,0.5679352393708321,0.7552709149820281,-0.010513506430109218,0.015448389288067027,0.04855975255793341,19.403193449308155,Right,0.8455161071193298,0.13989138544290303,1
130,L,0.7193768694053801,0.8728133997585362,Right_Middle,0.7277929756669933,0.8909308816469557,0.04184358173293633,0.04636765388527754,0.03392086444907968,19.046014065179413,Right,0.5363234611472246,0.1757700943144031,0
