timestamp,pressed_key,finger_name,hand_used,finger_x,finger_y,key_x1,key_y1,key_x2,key_y2,dx,dy,distance,norm_dx,norm_dy,norm_distance,is_correct,expected_finger,expected_hand
1760862721.3001077,I,Middle,Right,729,257,731,240,761,266,-17.0,4.0,17.46424919657298,-0.5666666666666667,0.1538461538461538,0.4399180818990347,1,Middle,Right
1760862720.8740156,Y,Ring,Right,665,216,652,210,682,238,-2.0,-8.0,8.246211251235321,-0.0666666666666666,-0.2857142857142857,0.20094787260864,0,Index,Right
1760862720.885548,Alt_L,Middle,Left,439,224,370,221,407,248,50.5,-10.5,51.58003489723519,1.364864864864865,-0.3888888888888889,1.1261050075742889,0,Unknown,Unknown
1760862721.6195693,Ctrl_L,Thumb,Right,703,323,746,312,766,334,-53.0,0.0,53.0,-2.65,0.0,1.782582904090228,0,Unknown,Unknown
1760862721.3134544,I,Middle,Right,266,200,288,229,308,253,-32.0,-41.0,52.009614495783374,-1.6,-1.7083333333333333,1.6647871916382055,1,Middle,Right
1760862720.9688168,Fn,Thumb,Right,237,252,212,219,248,250,7.0,17.5,18.848076824970764,0.1944444444444444,0.5645161290322581,0.3967356833978633,0,Unknown,Unknown
1760862720.8392708,U,Index,Right,567,316,553,336,576,367,2.5,-35.5,35.58791929854849,0.108695652173913,-1.1451612903225807,0.9219544457292888,1,Index,Right
1760862721.5620046,K,Ring,Right,487,307,441,357,462,394,35.5,-68.5,77.15244649393821,1.6904761904761905,-1.8513513513513515,1.813470163291685,0,Middle,Right
1760862721.481754,Space,Thumb,Left,414,265,349,240,376,273,51.5,8.5,52.19674319342156,1.9074074074074077,0.2575757575757575,1.224183345126966,0,Thumb,Right
1760862721.1086695,T,Ring,Left,632,289,619,335,652,368,-3.5,-62.5,62.59792328823697,-0.106060606060606,-1.893939393939394,1.341315637736596,0,Index,Left
1760862721.038358,Fn,Thumb,Right,284,336,267,309,305,330,-2.0,16.5,16.62077013859466,-0.0526315789473684,0.7857142857142857,0.3828207467443882,0,Unknown,Unknown
1760862721.300316,W,Middle,Left,753,317,797,366,821,403,-56.0,-67.5,87.705473033329,-2.333333333333333,-1.8243243243243243,1.988689095551657,0,Ring,Left
1760862721.090159,Shift_R,Pinky,Right,272,309,267,238,287,260,-5.0,60.0,60.20797289396148,-0.25,2.727272727272727,2.025013267371766,0,Unknown,Unknown
1760862720.8075523,Alt_L,Pinky,Right,630,329,656,265,691,297,-43.5,48.0,64.77846864506755,-1.2428571428571429,1.5,1.3659536073555918,0,Unknown,Unknown
1760862720.8521953,=,Thumb,Left,238,364,282,395,303,430,-54.5,-48.5,72.95546586788409,-2.595238095238096,-1.3857142857142857,1.7873941678221026,0,Unknown,Unknown
1760862720.7278304,.,Ring,Right,514,422,471,371,500,399,28.5,37.0,46.70385423067352,0.9827586206896552,1.3214285714285714,1.1585800327589342,1,Ring,Right
1760862720.8837745,-,Pinky,Right,355,334,315,362,335,382,30.0,-38.0,48.41487374764082,1.5,-1.9,1.711724276862369,0,Unknown,Unknown
1760862720.782598,8,Pinky,Right,824,287,753,246,785,274,55.0,27.0,61.26989472816156,1.71875,0.9642857142857144,1.4409467143611931,0,Middle,Right
1760862721.4374769,4,Index,Left,431,395,421,373,451,403,-5.0,7.0,8.602325267042627,-0.1666666666666666,0.2333333333333333,0.2027587510099406,1,Index,Left
1760862721.379639,6,Index,Right,633,388,566,337,595,360,52.5,39.5,65.70007610345668,1.8103448275862069,1.7173913043478262,1.775029556657381,1,Index,Right
1760862720.716659,.,Ring,Right,299,205,289,245,314,277,-2.5,-56.0,56.055775795184566,-0.1,-1.75,1.3804161754576518,1,Ring,Right
1760862720.9038196,A,Pinky,Left,667,231,592,249,623,277,59.5,-32.0,67.55923326977594,1.9193548387096773,-1.1428571428571428,1.6172866307013338,1,Pinky,Left
1760862720.8312562,;,Ring,Right,253,288,274,248,302,279,-35.0,24.5,42.72294465506796,-1.25,0.7903225806451613,1.0227358107947275,0,Pinky,Right
1760862721.0306883,R,Index,Left,243,414,221,380,245,408,10.0,20.0,22.36067977499789,0.4166666666666667,0.7142857142857143,0.6063390625908324,1,Index,Left
1760862720.7709904,Ctrl_R,Pinky,Right,589,286,561,323,582,344,17.5,-47.5,50.62114182829147,0.8333333333333334,-2.261904761904762,1.7045025075328994,0,Unknown,Unknown
1760862721.2517486,Ctrl_L,Pinky,Right,747,369,731,342,765,375,-1.0,10.5,10.547511554864494,-0.0294117647058823,0.3181818181818182,0.2226085481322741,0,Unknown,Unknown
1760862721.3863542,-,Pinky,Right,798,281,746,217,772,239,39.0,53.0,65.80273550544841,1.5,2.409090909090909,1.932034839408869,0,Unknown,Unknown
1760862720.6736152,7,Thumb,Right,504,250,541,241,569,261,-51.0,-1.0,51.0098029794274,-1.8214285714285716,-0.05,1.4824422872864682,0,Index,Right
1760862720.665647,7,Thumb,Right,732,306,701,313,733,340,15.0,-20.5,25.40177159176108,0.46875,-0.7592592592592593,0.6066986779248648,0,Index,Right
1760862720.9827857,D,Pinky,Right,297,223,322,253,356,281,-42.0,-44.0,60.8276253029822,-1.2352941176470589,-1.5714285714285714,1.3810200921222548,0,Middle,Left
1760862721.4633849,S,Ring,Left,330,388,323,356,361,380,-12.0,20.0,23.323807579381203,-0.3157894736842105,0.8333333333333334,0.5189479074946438,1,Ring,Left
1760862721.002946,Backspace,Index,Left,596,430,529,394,552,422,55.5,22.0,59.7013400184619,2.4130434782608696,0.7857142857142857,1.6475997450929838,0,Unknown,Unknown
1760862720.9910672,/,Pinky,Right,619,443,544,383,576,416,59.0,43.5,73.30245562053156,1.84375,1.318181818181818,1.5946624766941846,1,Pinky,Right
1760862720.8768349,J,Thumb,Left,765,295,722,292,746,328,31.0,-15.0,34.438350715445125,1.2916666666666667,-0.4166666666666667,0.7959566624804445,0,Index,Right
1760862720.6714015,G,Ring,Right,710,270,736,226,763,261,-39.5,26.5,47.56574397610112,-1.462962962962963,0.7571428571428571,1.0760489157986275,0,Index,Left
1760862721.2885733,1,Ring,Left,222,297,207,256,245,295,-4.0,21.5,21.86892772862904,-0.1052631578947368,0.5512820512820513,0.4016198230832528,0,Pinky,Left
1760862721.4042568,W,Ring,Left,557,379,574,344,611,383,-35.5,15.5,38.73628789649313,-0.9594594594594594,0.3974358974358974,0.7205582226643,1,Ring,Left
1760862721.4168792,Enter,Ring,Left,601,223,553,225,580,248,34.5,-13.5,37.04726710568541,1.2777777777777777,-0.5869565217391305,1.0445178256383716,0,Thumb,Right
1760862720.6505926,U,Index,Right,355,405,305,355,326,379,39.5,38.0,54.81103903412159,1.880952380952381,1.5833333333333333,1.7187296079062035,1,Index,Right
1760862721.5597324,],Middle,Left,785,283,730,271,757,296,41.5,-0.5,41.50301193889427,1.537037037037037,-0.02,1.1278991857061922,0,Unknown,Unknown
1760862720.7448258,CapsLock,Index,Right,412,379,462,358,490,390,-64.0,5.0,64.19501538281614,-2.2857142857142856,0.15625,1.5097397654205296,0,Unknown,Unknown
1760862720.7485669,Shift_L,Ring,Right,292,468,265,399,289,429,15.0,54.0,56.04462507680822,0.625,1.8,1.4587833219802746,0,Unknown,Unknown
1760862721.1063354,K,Middle,Right,676,337,600,295,627,323,62.5,28.0,68.48539990392113,2.314814814814815,1.0,1.760672301444356,1,Middle,Right
1760862721.3881288,O,Ring,Right,555,180,580,209,619,238,-44.5,-43.5,62.22941426688829,-1.141025641025641,-1.5,1.2804297807259972,1,Ring,Right
1760862721.519977,C,Thumb,Right,289,222,295,209,317,246,-17.0,-5.5,17.867568385205637,-0.7727272727272727,-0.1486486486486486,0.415076115101287,0,Middle,Left
1760862720.9786315,H,Index,Right,789,420,766,373,795,397,8.5,35.0,36.01735692690401,0.293103448275862,1.4583333333333333,0.9568126633933742,1,Index,Right
1760862721.5517733,",",Thumb,Left,713,397,763,316,786,348,-61.5,65.0,89.48323865395128,-2.6739130434782608,2.03125,2.270680164516778,0,Middle,Right
1760862721.542756,-,Middle,Right,360,327,400,261,437,281,-58.5,56.0,80.9830229122129,-1.5810810810810811,2.8,1.925440344458336,0,Unknown,Unknown
1760862721.4177349,T,Index,Left,418,386,402,362,426,384,4.0,13.0,13.601470508735444,0.1666666666666666,0.5909090909090909,0.417765845763859,1,Index,Left
1760862721.067567,Enter,Pinky,Right,755,242,729,284,760,304,10.5,-52.0,53.0495051814812,0.3387096774193548,-2.6,1.4379781094823658,0,Thumb,Right
1760862721.5223885,Del,Index,Right,587,368,592,331,628,364,-23.0,20.5,30.80990100600779,-0.6388888888888888,0.6212121212121212,0.6308790579376009,0,Unknown,Unknown
1760862721.040136,Tab,Pinky,Right,544,191,505,231,536,252,23.5,-50.5,55.70008976653449,0.7580645161290323,-2.4047619047619047,1.487585334825541,0,Unknown,Unknown
1760862721.144712,B,Index,Left,291,266,251,315,281,352,25.0,-67.5,71.98090024443984,0.8333333333333334,-1.8243243243243243,1.511123731429021,1,Index,Left
1760862720.6374526,Z,Index,Left,751,244,780,205,808,240,-43.0,21.5,48.07546151624548,-1.5357142857142858,0.6142857142857143,1.0725893827889952,0,Pinky,Left
1760862721.5786843,J,Middle,Left,672,310,640,237,677,261,13.5,61.0,62.47599539022968,0.3648648648648648,2.5416666666666665,1.4166200405654368,0,Index,Right
1760862721.3446968,6,Index,Right,831,325,796,297,821,330,22.5,11.5,25.26855753698656,0.9,0.3484848484848485,0.6103445093306007,1,Index,Right
1760862721.273173,2,Ring,Left,511,306,529,353,551,382,-29.0,-61.5,67.994485070482,-1.318181818181818,-2.1206896551724137,1.8679521629364249,1,Ring,Left
1760862720.7878015,X,Index,Left,833,308,796,331,829,361,20.5,-38.0,43.17696144936557,0.6212121212121212,-1.2666666666666666,0.9681322431471936,0,Ring,Left
1760862721.5134385,Tab,Middle,Left,691,456,719,379,743,418,-40.0,57.5,70.0446286306095,-1.6666666666666667,1.4743589743589745,1.5295920644548662,0,Unknown,Unknown
1760862721.1489806,/,Pinky,Right,383,390,377,382,412,420,-11.5,-11.0,15.913830462839549,-0.3285714285714285,-0.2894736842105263,0.3080352658229788,1,Pinky,Right
1760862720.8758624,Backspace,Pinky,Right,330,225,370,244,399,271,-54.5,-32.5,63.45470825714984,-1.8793103448275863,-1.2037037037037035,1.6014523663002476,0,Unknown,Unknown
1760862720.7249632,=,Pinky,Right,715,261,728,201,751,222,-24.5,49.5,55.231331687729565,-1.065217391304348,2.357142857142857,1.7733711852922225,0,Unknown,Unknown
1760862721.3300858,R,Index,Left,438,298,486,273,522,303,-66.0,10.0,66.75327707311455,-1.8333333333333333,0.3333333333333333,1.4244802202896176,1,Index,Left
1760862720.8341618,M,Ring,Right,315,283,333,255,355,280,-29.0,15.5,32.882366094914765,-1.318181818181818,0.62,0.9874094678342012,0,Index,Right
1760862720.859634,Enter,Pinky,Right,774,355,790,349,816,370,-29.0,-4.5,29.34706118165838,-1.1153846153846154,-0.2142857142857142,0.8780879773526978,0,Thumb,Right
1760862721.0296645,J,Index,Right,788,212,723,259,755,282,49.0,-58.5,76.3102221199755,1.53125,-2.5434782608695654,1.9364085422499016,1,Index,Right
1760862720.7297156,X,Ring,Left,471,232,467,244,492,269,-8.5,-24.5,25.93260495977988,-0.34,-0.98,0.7334848328356899,1,Ring,Left
1760862721.3939002,",",Pinky,Right,564,337,596,340,623,379,-45.5,-22.5,50.75923561284193,-1.6851851851851851,-0.5769230769230769,1.070098645504755,0,Middle,Right
1760862720.73707,Alt_R,Index,Left,478,269,525,292,546,318,-57.5,-36.0,67.83988502348747,-2.738095238095238,-1.3846153846153846,2.0298246238483317,0,Unknown,Unknown
1760862721.4117928,H,Pinky,Right,563,334,537,301,567,329,11.0,19.0,21.95449840010015,0.3666666666666666,0.6785714285714286,0.5349983905674284,0,Index,Right
1760862721.1005015,/,Pinky,Right,389,168,369,212,394,243,7.5,-59.5,59.970826240764765,0.3,-1.9193548387096773,1.5058733269006626,1,Pinky,Right
1760862721.6320612,T,Index,Left,316,270,309,200,332,229,-4.5,55.5,55.68213357981176,-0.1956521739130435,1.913793103448276,1.504373187121928,1,Index,Left
1760862721.5869408,P,Pinky,Right,646,330,652,261,689,292,-24.5,53.5,58.8430114796991,-0.6621621621621622,1.7258064516129032,1.2190371209056443,1,Pinky,Right
1760862720.7853076,;,Index,Left,595,429,618,377,651,415,-39.5,33.0,51.47086554547145,-1.196969696969697,0.868421052631579,1.022689687346468,0,Pinky,Right
1760862721.2122314,W,Ring,Left,674,233,589,248,626,278,66.5,-30.0,72.95375247374189,1.7972972972972974,-1.0,1.531547206071317,1,Ring,Left
1760862721.4993577,H,Thumb,Left,724,262,742,210,772,231,-33.0,41.5,53.02122216622322,-1.1,1.9761904761904765,1.4478892554500589,0,Index,Right
1760862720.7686691,Z,Ring,Right,585,312,606,253,638,291,-37.0,40.0,54.48853090330111,-1.15625,1.0526315789473684,1.0968128278126843,0,Pinky,Left
1760862720.9707272,6,Middle,Left,654,328,694,365,725,388,-55.5,-48.5,73.70549504616328,-1.7903225806451613,-2.108695652173913,1.90944315295387,0,Index,Right
1760862721.19018,Del,Ring,Left,447,252,409,234,436,255,24.5,7.5,25.62225595063792,0.9074074074074074,0.3571428571428571,0.7490735018081411,0,Unknown,Unknown
1760862721.57352,V,Middle,Right,465,319,500,276,529,312,-49.5,25.0,55.45493666031907,-1.706896551724138,0.6944444444444444,1.1996041306163705,0,Index,Left
1760862721.4948044,9,Ring,Right,322,272,266,273,298,302,40.0,-15.5,42.8981351576033,1.25,-0.5344827586206896,0.993342449772538,1,Ring,Right
1760862721.397578,4,Index,Left,291,275,266,241,297,276,9.5,16.5,19.03943276465977,0.3064516129032258,0.4714285714285714,0.4072198378521701,1,Index,Left
1760862721.172808,Enter,Index,Left,731,344,700,283,727,304,17.5,50.5,53.44623466625128,0.6481481481481481,2.4047619047619047,1.5625149571933674,0,Thumb,Right
1760862720.6532795,Alt_L,Pinky,Right,804,197,768,239,798,270,21.0,-57.5,61.21478579559027,0.7,-1.8548387096774197,1.4190024574352982,0,Unknown,Unknown
1760862721.3559885,Space,Index,Right,373,340,342,259,373,294,15.5,63.5,65.364363379444,0.5,1.8142857142857145,1.398028280868438,0,Thumb,Right
1760862721.4768183,=,Ring,Right,649,304,643,317,666,340,-5.5,-24.5,25.10975905897944,-0.2391304347826087,-1.065217391304348,0.7719687349810741,0,Unknown,Unknown
1760862720.9489684,Alt_R,Pinky,Right,491,409,427,341,458,379,48.5,49.0,68.94381770688362,1.564516129032258,1.2894736842105263,1.4058461247246534,0,Unknown,Unknown
1760862721.4678342,X,Middle,Right,513,413,464,340,503,371,29.5,57.5,64.62584622269948,0.7564102564102564,1.8548387096774197,1.2971952636261876,0,Ring,Left
1760862721.5151465,L,Ring,Right,475,271,512,225,544,260,-53.0,28.5,60.17682278086805,-1.65625,0.8142857142857143,1.268920829343868,1,Ring,Right
1760862720.918158,0,Thumb,Right,516,280,472,256,506,278,27.0,13.0,29.9666481275434,0.7941176470588235,0.5909090909090909,0.7399736316989655,0,Pinky,Right
1760862720.7323303,],Thumb,Right,288,203,281,247,308,275,-6.5,-58.0,58.36308764964376,-0.2407407407407407,-2.071428571428572,1.5004405609904825,0,Unknown,Unknown
1760862721.2064838,3,Middle,Left,304,313,235,279,258,312,57.5,17.5,60.10407640085654,2.5,0.5303030303030303,1.4942204271110888,1,Middle,Left
1760862721.1259284,7,Pinky,Right,770,319,740,247,775,286,12.5,52.5,53.96758286230726,0.3571428571428571,1.3461538461538465,1.0298706952544665,0,Index,Right
1760862721.1563392,E,Middle,Left,284,441,254,366,277,393,18.5,61.5,64.2222702806433,0.8043478260869565,2.2777777777777777,1.8106951295417637,1,Middle,Left
1760862721.1450803,K,Index,Right,760,416,710,366,743,390,33.5,38.0,50.65816814690401,1.0151515151515151,1.5833333333333333,1.2414875316696867,0,Middle,Right
1760862720.7800486,Shift_L,Index,Right,449,320,469,367,505,392,-38.0,-59.5,70.59922095887461,-1.0555555555555556,-2.38,1.6107799915431182,0,Unknown,Unknown
1760862721.5283897,2,Ring,Left,611,205,590,255,616,279,8.0,-62.0,62.51399843235114,0.3076923076923077,-2.583333333333333,1.7667500532895768,1,Ring,Left
1760862720.9425583,.,Middle,Left,586,427,566,365,600,394,3.0,47.5,47.59464255564905,0.088235294117647,1.637931034482759,1.0650476466968986,0,Ring,Right
1760862721.3303246,I,Middle,Right,740,448,755,361,779,400,-27.0,67.5,72.6997248963158,-1.125,1.7307692307692308,1.5875724443610189,1,Middle,Right
1760862721.5440998,R,Index,Left,628,249,597,278,632,311,13.5,-45.5,47.46050990033714,0.3857142857142857,-1.378787878787879,0.9866218347325176,1,Index,Left
1760862721.2594426,7,Index,Right,731,228,780,205,800,236,-59.0,7.5,59.47478457295999,-2.95,0.2419354838709677,1.6121439396941055,1,Index,Right
1760862721.4494236,Alt_L,Thumb,Right,470,283,483,202,511,239,-27.0,62.5,68.08267033540915,-0.9642857142857144,1.6891891891891893,1.4672852993057468,0,Unknown,Unknown
1760862720.7087734,',Pinky,Right,575,266,509,218,535,238,53.0,38.0,65.21502894272147,2.0384615384615383,1.9,1.9881152457750708,0,Unknown,Unknown
1760862721.3243945,3,Middle,Left,283,201,219,222,253,257,47.0,-38.5,60.75565817271672,1.3823529411764706,-1.1,1.2451080250806024,1,Middle,Left
1760862720.9187553,9,Middle,Right,702,467,681,396,715,432,4.0,53.0,53.150729063673246,0.1176470588235294,1.4722222222222223,1.0733688638028416,0,Ring,Right
1760862721.2791648,T,Index,Left,352,388,362,373,387,400,-22.5,1.5,22.54994456755936,-0.9,0.0555555555555555,0.6128245379616561,1,Index,Left
1760862721.356382,H,Index,Right,469,354,444,321,480,355,7.0,16.0,17.46424919657298,0.1944444444444444,0.4705882352941176,0.352687190703226,1,Index,Right
1760862721.2167804,',Ring,Right,507,214,470,264,496,301,24.0,-68.5,72.58271144012188,0.9230769230769232,-1.8513513513513515,1.6050424820524702,0,Unknown,Unknown
1760862721.082119,",",Middle,Right,771,271,788,309,822,348,-34.0,-57.5,66.80007485025746,-1.0,-1.4743589743589745,1.2910788404595612,1,Middle,Right
1760862721.5327373,Alt_R,Thumb,Right,464,215,402,253,429,277,48.5,-50.0,69.65809357138623,1.7962962962962965,-2.083333333333333,1.9282632687774963,0,Unknown,Unknown
1760862720.7791145,H,Pinky,Left,576,351,599,291,636,313,-41.5,49.0,64.21253771655502,-1.1216216216216215,2.227272727272727,1.491702179142144,0,Index,Right
1760862720.9169345,X,Middle,Right,343,363,355,312,387,336,-28.0,39.0,48.010415536631214,-0.875,1.625,1.2002603884157803,0,Ring,Left
1760862720.984531,B,Index,Left,280,322,300,316,323,337,-31.5,-4.5,31.81980515339464,-1.3695652173913044,-0.2142857142857142,1.021672370669625,1,Index,Left
1760862721.4183805,P,Middle,Right,371,244,402,200,430,230,-45.0,29.0,53.53503525729669,-1.6071428571428572,0.9666666666666668,1.3045689853471494,0,Pinky,Right
1760862720.8786392,C,Middle,Left,476,281,496,247,518,285,-31.0,15.0,34.438350715445125,-1.4090909090909092,0.3947368421052631,0.7843119457306305,1,Middle,Left
1760862720.8532684,K,Ring,Left,605,362,549,391,586,413,37.5,-40.0,54.82928049865327,1.0135135135135136,-1.818181818181818,1.2737225487282124,0,Middle,Right
1760862720.75797,Shift_R,Pinky,Right,278,334,308,289,337,315,-44.5,32.0,54.81103903412159,-1.5344827586206895,1.2307692307692308,1.4072629198237538,0,Unknown,Unknown
1760862720.9782062,I,Thumb,Right,536,205,504,238,525,271,21.5,-49.5,53.96758286230726,1.0238095238095235,-1.5,1.3797082196036343,0,Middle,Right
1760862720.8068154,H,Index,Right,604,227,595,269,632,291,-9.5,-53.0,53.84468404587402,-0.2567567567567567,-2.409090909090909,1.2508496842314123,1,Index,Right
1760862721.3952038,M,Thumb,Right,515,341,479,311,504,338,23.5,16.5,28.71410803072246,0.94,0.6111111111111112,0.7803438245353127,0,Index,Right
1760862720.7489526,0,Index,Right,632,265,561,299,583,333,60.0,-51.0,78.74642849044012,2.727272727272727,-1.5,1.9445044512614544,0,Pinky,Right
1760862721.1238756,Alt_R,Index,Left,707,264,756,283,782,321,-62.0,-38.0,72.71863585079137,-2.3846153846153846,-1.0,1.5793478472589595,0,Unknown,Unknown
1760862721.1897557,2,Middle,Left,576,299,503,344,541,373,54.0,-59.5,80.35079339994098,1.4210526315789471,-2.0517241379310347,1.680920087736676,0,Ring,Left
1760862720.8009524,Alt_R,Index,Left,391,416,377,351,399,387,3.0,47.0,47.09564735726647,0.1363636363636363,1.3055555555555556,1.1162738981676217,0,Unknown,Unknown
1760862721.3953793,Del,Thumb,Right,579,248,527,294,549,315,41.0,-56.5,69.80866708367951,1.8636363636363635,-2.6904761904761907,2.295294834738748,0,Unknown,Unknown
1760862721.033868,/,Index,Left,360,338,398,384,434,410,-56.0,-59.0,81.34494452638098,-1.5555555555555556,-2.269230769230769,1.831796023968824,0,Pinky,Right
1760862721.614846,;,Pinky,Right,274,352,240,279,266,311,21.0,57.0,60.74537019394976,0.8076923076923077,1.78125,1.4732916328053036,1,Pinky,Right
1760862721.446522,V,Ring,Right,348,250,334,288,362,326,0.0,-57.0,57.0,0.0,-1.5,1.207583756030052,0,Index,Left
1760862721.5542023,N,Ring,Left,470,383,411,326,435,365,47.0,37.5,60.1269490328588,1.9583333333333333,0.9615384615384616,1.3130158000488317,0,Index,Right
1760862721.0588286,R,Index,Left,786,316,743,260,767,280,31.0,46.0,55.47071299343465,1.2916666666666667,2.3,1.7755742548331317,1,Index,Left
1760862720.9193428,",",Ring,Right,734,367,768,333,790,366,-45.0,17.5,48.28301978956991,-2.0454545454545454,0.5303030303030303,1.2173909341645934,0,Middle,Right
1760862721.499411,B,Index,Left,615,270,655,247,678,276,-51.5,8.5,52.19674319342156,-2.239130434782609,0.293103448275862,1.4102078326923524,1,Index,Left
1760862721.0701373,Del,Thumb,Right,479,249,512,280,535,316,-44.5,-49.0,66.19101147436864,-1.934782608695652,-1.3611111111111112,1.5494143834064695,0,Unknown,Unknown
1760862721.5549228,CapsLock,Ring,Right,774,255,723,259,750,284,37.5,-16.5,40.96950085124299,1.3888888888888888,-0.66,1.1134003169924451,0,Unknown,Unknown
1760862721.4088109,Backspace,Pinky,Right,395,333,409,305,440,326,-29.5,17.5,34.30014577228499,-0.9516129032258064,0.8333333333333334,0.916055863591906,0,Unknown,Unknown
1760862721.0210712,R,Thumb,Right,760,174,699,212,722,243,49.5,-53.5,72.88689868556625,2.152173913043478,-1.7258064516129032,1.8882362780146813,0,Index,Left
1760862721.537425,Alt_L,Pinky,Right,715,367,660,399,692,422,39.0,-43.5,58.42302628245134,1.21875,-1.891304347826087,1.482512355678432,0,Unknown,Unknown
1760862721.2634468,;,Thumb,Right,429,282,354,253,390,273,57.0,19.0,60.08327554319921,1.5833333333333333,0.95,1.458950902480634,0,Pinky,Right
1760862721.2829444,L,Thumb,Right,588,275,554,228,576,265,23.0,28.5,36.62308015445998,1.0454545454545454,0.7702702702702703,0.8507797762869085,0,Ring,Right
1760862721.0595553,W,Ring,Left,608,378,654,324,689,346,-63.5,43.0,76.68930825088984,-1.8142857142857145,1.9545454545454544,1.8550848942546403,1,Ring,Left
1760862720.999184,Alt_R,Pinky,Right,424,353,375,372,397,397,38.0,-31.5,49.35838327984416,1.7272727272727273,-1.26,1.4821602200653252,0,Unknown,Unknown
1760862721.3335383,K,Thumb,Left,458,463,434,385,455,415,13.5,63.0,64.43019478474359,0.6428571428571429,2.1,1.7594424070973784,0,Middle,Right
1760862721.5234544,K,Pinky,Right,788,258,763,270,797,303,8.0,-28.5,29.60152023123137,0.2352941176470588,-0.8636363636363636,0.6247493929640178,0,Middle,Right
1760862721.4092247,Esc,Middle,Left,568,348,606,366,626,392,-48.0,-31.0,57.14017850864661,-2.4,-1.1923076923076923,1.7419490856797082,0,Unknown,Unknown
